RFC_min;NumberOfParameters_CK_75%;NumberOfLambdas_min;RFC_count;Returns_75%;NumberOfMathOperations_min;WMC_CK_mean;NumberOfParameters_CK_std;NumberOfLoops_25%;NumberOfParameters_CK_max;NumberOfParenthesizedExps_25%;Returns_std;CBO_75%;NumberOfTryCatch_25%;NumberOfUniqueWords_max;NumberOfVariables_75%;CBO_50%;WMC_CK_25%;NumberOfAnonymousClasses_count;MaxNumberOfNestedBlocks_mean;WMC_CK_min;NumberOfModifiers_75%;LOCMethod_CK_25%;Returns_25%;CBO_25%;NumberOfMathOperations_max;LOCMethod_CK_mean;NumberOfAnonymousClasses_50%;Returns_min;NumberOfParameters_CK_25%;WMC_CK_50%;NumberOfLoops_max;NumberOfParameters_CK_count;NumberOfMathOperations_75%;NumberOfLambdas_std;NumberOfNumbers_max;IsConstructor_top;NumberOfNumbers_std;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;NumberOfAnonymousClasses_std;NumberOfAssignments_min;NumberOfUniqueWords_25%;NumberOfMathOperations_mean;NumberOfAssignments_std;NumberOfParameters_CK_50%;NumberOfStringLiterals_50%;NumberOfComparisons_50%;NumberOfAssignments_25%;NumberOfComparisons_25%;NumberOfVariables_min;NumberOfLogStatements_50%;Returns_count;RFC_50%;NumberOfTryCatch_mean;NumberOfComparisons_std;NumberOfModifiers_25%;NumberOfAssignments_count;NumberOfStringLiterals_25%;NumberOfParameters_CK_min;NumberOfLambdas_25%;NumberOfAnonymousClasses_75%;NumberOfInnerClasses_mean;RFC_mean;NumberOfLoops_50%;NumberOfParenthesizedExps_75%;IsConstructor_freq;NumberOfInnerClasses_25%;NumberOfTryCatch_max;NumberOfParenthesizedExps_50%;NumberOfInnerClasses_max;NumberOfVariables_count;NumberOfComparisons_count;LOCMethod_CK_75%;CBO_count;NumberOfParenthesizedExps_count;NumberOfComparisons_max;NumberOfComparisons_min;NumberOfLoops_count;NumberOfVariables_std;NumberOfNumbers_75%;CBO_min;Bugged;MaxNumberOfNestedBlocks_50%;NumberOfMathOperations_50%;CBO_std;NumberOfAnonymousClasses_mean;NumberOfNumbers_25%;NumberOfModifiers_count;NumberOfUniqueWords_50%;NumberOfAnonymousClasses_25%;Returns_max;LOCMethod_CK_max;NumberOfLambdas_count;CBO_mean;NumberOfNumbers_count;NumberOfUniqueWords_mean;WMC_CK_count;NumberOfModifiers_min;Returns_mean;NumberOfStringLiterals_min;NumberOfParenthesizedExps_max;NumberOfStringLiterals_max;MaxNumberOfNestedBlocks_25%;WMC_CK_max;LOCMethod_CK_50%;NumberOfNumbers_mean;NumberOfInnerClasses_50%;NumberOfModifiers_max;NumberOfLogStatements_count;NumberOfStringLiterals_mean;NumberOfTryCatch_75%;RFC_25%;NumberOfTryCatch_count;NumberOfStringLiterals_std;Returns_50%;CBO_max;RFC_std;NumberOfParenthesizedExps_mean;NumberOfLogStatements_75%;WMC_CK_75%;IsConstructor_unique;NumberOfStringLiterals_count;LOCMethod_CK_count;NumberOfAssignments_mean;NumberOfModifiers_mean;NumberOfAssignments_max;NumberOfVariables_max;NumberOfLambdas_max;NumberOfParameters_CK_mean;NumberOfLogStatements_mean;NumberOfTryCatch_50%;NumberOfAnonymousClasses_min;NumberOfInnerClasses_count;NumberOfParenthesizedExps_min;LOCMethod_CK_min;WMC_CK_std;NumberOfStringLiterals_75%;NumberOfUniqueWords_min;RFC_75%;RFC_max;NumberOfNumbers_min;NumberOfModifiers_std;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_std;NumberOfVariables_50%;NumberOfComparisons_75%;NumberOfLogStatements_min;NumberOfMathOperations_count;NumberOfLambdas_50%;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfInnerClasses_std;NumberOfUniqueWords_75%;NumberOfLambdas_mean;NumberOfLogStatements_25%;NumberOfAssignments_75%;MaxNumberOfNestedBlocks_std;NumberOfLambdas_75%;IsConstructor_count;NumberOfLogStatements_std;NumberOfNumbers_50%;NumberOfVariables_mean;NumberOfUniqueWords_std;NumberOfLogStatements_max;NumberOfComparisons_mean;MaxNumberOfNestedBlocks_count;NumberOfParenthesizedExps_std;NumberOfLoops_std;NumberOfLoops_mean;NumberOfAssignments_50%;NumberOfUniqueWords_count;NumberOfMathOperations_std;NumberOfVariables_25%;LOCMethod_CK_std;NumberOfModifiers_50%;NumberOfMathOperations_25%;NumberOfLoops_min;NumberOfInnerClasses_75%;NumberOfAnonymousClasses_max;NumberOfLoops_75%
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;11.0;1.0;0.0;1.3636363636363635;0.8738628975053029;0.0;3.0;0.0;0.0;4.0;0.0;11.0;0.0;3.0;1.0;11.0;0.09090909090909093;1.0;9.0;3.0;1.0;2.5;2.0;4.2727272727272725;0.0;1.0;0.0;1.0;0.0;11.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;3.5;0.18181818181818185;0.30151134457776363;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;1.0;0.0;0.6466697906828632;1.0;11.0;0.0;0.0;0.0;0.0;0.0;1.9090909090909087;0.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;11.0;4.0;11.0;11.0;2.0;0.0;11.0;0.30151134457776363;0.0;1.0;False;0.0;0.0;1.747725795010606;0.0;0.0;11.0;4.0;0.0;1.0;13.0;11.0;3.363636363636364;11.0;5.0;11.0;1.0;1.0;0.0;2.0;3.0;0.0;4.0;3.0;0.0;0.0;10.0;11.0;0.4545454545454545;0.0;0.5;11.0;1.0357254813546264;1.0;7.0;1.9725387425622571;0.2727272727272727;0.0;1.0;1.0;11.0;11.0;0.09090909090909093;4.2727272727272725;1.0;1.0;0.0;0.8181818181818182;0.0;0.0;0.0;11.0;0.0;3.0;0.9244162777371756;0.0;3.0;3.0;6.0;0.0;4.051935564416321;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.30151134457776363;0.0;11.0;0.0;0.0;0.09090909090909093;2.449489742783178;0.0;0.2727272727272727;11.0;0.6466697906828632;0.0;0.0;0.0;11.0;0.6030226891555273;0.0;3.0030287741181936;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;1.5;0.0;2.0;0.0;0.0;1.0;0.0;0.5773502691896257;4.0;0.0;12.0;1.5;2.0;1.5;3.0;0.6666666666666666;1.0;1.0;6.0;1.0;1.5;1.0;7.666666666666668;0.0;1.0;1.0;2.0;0.0;3.0;0.5;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;8.0;0.3333333333333333;0.5773502691896257;1.0;0.0;1.0;1.0;0.5;0.0;0.0;3.0;8.0;0.0;0.5773502691896258;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.666666666666668;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;9.5;3.0;3.0;1.0;0.0;3.0;1.0;0.0;1.0;False;1.0;0.0;2.6457513110645907;0.0;0.0;3.0;10.0;0.0;2.0;11.0;3.0;3.0;3.0;9.333333333333334;3.0;1.0;1.3333333333333333;0.0;0.0;2.0;0.5;3.0;8.0;0.0;0.0;1.0;3.0;0.6666666666666666;0.0;4.0;3.0;1.1547005383792517;1.0;6.0;4.932882862316247;0.0;0.0;2.5;1.0;3.0;3.0;1.3333333333333333;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;4.0;1.0;1.0;6.0;8.5;9.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.5;0.5773502691896258;0.0;3.0;0.0;0.0;1.0;3.055050463303893;0.0;0.6666666666666666;3.0;0.0;0.0;0.0;1.0;3.0;0.5773502691896258;0.5;3.5118845842842465;1.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;7.0;0.0;4.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;4.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;3.0;1.0;4.0;1.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;7.0;1.5;0.0;2.0;1.2724180205607036;0.0;4.0;0.0;0.8164965809277259;5.0;0.0;29.0;1.0;3.0;1.0;7.0;0.5714285714285714;1.0;1.0;3.0;0.5;3.0;1.0;6.571428571428571;0.0;0.0;1.0;2.0;1.0;7.0;1.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;5.5;0.42857142857142855;1.5735915849388862;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.4879500364742666;1.0;7.0;0.0;0.0;0.0;0.0;0.0;2.571428571428572;0.0;0.5;6.0;0.0;0.0;0.0;0.0;7.0;7.0;7.5;7.0;7.0;1.0;0.0;7.0;1.2535663410560174;0.0;0.0;True;1.0;0.0;2.288688541085317;0.0;0.0;7.0;8.0;0.0;2.0;16.0;7.0;3.7142857142857135;7.0;12.0;7.0;1.0;1.0;0.0;1.0;2.0;0.0;3.0;6.0;0.0;0.0;1.0;7.0;0.8571428571428571;0.0;0.5;7.0;0.8997354108424372;1.0;7.0;3.3094381626464866;0.2857142857142857;0.0;3.0;2.0;7.0;7.0;0.8571428571428571;1.0;4.0;3.0;0.0;1.5714285714285714;0.0;0.0;0.0;7.0;0.0;3.0;1.0;1.5;2.0;3.5;9.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;7.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;1.0;0.5345224838248488;0.0;7.0;0.0;0.0;0.7142857142857143;10.645812948447539;0.0;0.2857142857142857;7.0;0.4879500364742666;0.3779644730092273;0.14285714285714285;0.0;7.0;0.5345224838248487;0.0;4.649628761422531;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;7.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;4.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;4.0;1.0;3.0;1.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;1.75;0.0;2.0;1.0;0.0;1.0;0.7071067811865476;0.0;2.0;0.25;0.0;4.5;0.0;6.0;0.0;4.0;1.0;2.0;0.0;1.0;8.0;3.0;1.0;3.5;0.0;3.0;0.0;1.0;1.25;1.0;0.0;2.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;5.25;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.5;0.0;0.0;8.0;2.0;0.0;1.0;0.0;0.0;0.0;1.5;0.0;0.75;2.0;0.0;0.0;0.5;0.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;3.0;False;0.0;0.0;1.4142135623730951;0.0;0.0;2.0;5.5;0.0;1.0;3.0;2.0;4.0;2.0;5.5;2.0;8.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;8.0;2.0;0.0;0.0;1.25;2.0;0.0;1.0;5.0;0.7071067811865476;0.5;0.0;1.0;1.0;2.0;2.0;0.0;8.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;5.0;1.75;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.75;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;2.0;0.7071067811865476;0.0;0.0;0.0;2.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;3.0;1.0;1.0;0.0;1.0;4.0;3.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;3.0;1.0;3.0;1.0;5.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
2.0;0.5;0.0;3.0;2.5;0.0;2.333333333333333;0.5773502691896258;0.0;1.0;0.0;1.5275252316519468;4.0;0.0;12.0;0.5;4.0;2.0;3.0;0.6666666666666666;1.0;1.0;7.0;1.0;2.0;0.0;9.333333333333334;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;7.5;0.0;2.081665999466133;0.0;0.0;0.0;1.5;0.0;0.0;0.0;3.0;3.0;0.3333333333333333;0.5773502691896258;1.0;3.0;0.0;0.0;0.0;0.0;0.0;3.333333333333333;0.0;0.0;2.0;0.0;1.0;0.0;0.0;3.0;3.0;10.5;3.0;3.0;1.0;0.0;3.0;0.5773502691896258;0.0;0.0;False;1.0;0.0;2.309401076758504;0.0;0.0;3.0;8.0;0.0;3.0;14.0;3.0;2.6666666666666665;3.0;9.0;3.0;1.0;1.6666666666666667;0.0;0.0;1.0;0.5;3.0;7.0;0.0;0.0;1.0;3.0;0.3333333333333333;0.5;2.5;3.0;0.5773502691896258;2.0;4.0;1.5275252316519463;0.0;0.5;3.0;2.0;3.0;3.0;2.6666666666666665;1.0;5.0;1.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;3.0;0.0;7.0;1.1547005383792517;0.5;7.0;4.0;5.0;0.0;0.0;1.0;0.5773502691896258;0.0;0.5;0.0;3.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;3.5;0.5773502691896258;0.0;3.0;0.5773502691896258;0.0;0.3333333333333333;2.6457513110645907;1.0;0.3333333333333333;3.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;4.0414518843273814;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;1.0;0.0;1.0;1.1547005383792517;0.0;2.0;0.0;0.5773502691896258;3.0;0.0;8.0;0.0;3.0;1.0;3.0;0.0;1.0;1.0;3.0;0.5;2.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;3.0;0.5;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;3.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;False;0.0;0.0;1.1547005383792517;0.0;0.0;3.0;4.0;0.0;1.0;3.0;3.0;2.333333333333333;3.0;4.666666666666667;3.0;1.0;0.6666666666666666;0.0;0.0;2.0;0.0;1.0;3.0;0.0;0.0;1.0;3.0;0.6666666666666666;0.0;0.5;3.0;1.1547005383792517;1.0;3.0;0.5773502691896258;0.0;0.0;1.0;2.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.055050463303893;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.5773502691896258;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;7.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;3.0;1.0;3.0;1.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;1.0;0.0;1.0;1.1547005383792517;0.0;2.0;0.0;0.5773502691896258;5.5;0.0;6.0;0.0;5.0;1.0;3.0;0.0;1.0;1.0;3.0;0.5;3.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;3.0;0.5;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;3.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;False;0.0;0.0;2.6457513110645907;0.0;0.0;3.0;4.0;0.0;1.0;3.0;3.0;4.0;3.0;4.0;3.0;1.0;0.6666666666666666;0.0;0.0;2.0;0.0;1.0;3.0;0.0;0.0;1.0;3.0;0.6666666666666666;0.0;0.5;3.0;1.1547005383792517;1.0;6.0;0.5773502691896258;0.0;0.0;1.0;2.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.5773502691896258;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;1.5;0.0;2.0;0.75;0.0;1.0;1.4142135623730951;0.0;2.0;0.0;0.7071067811865476;3.75;0.0;8.0;0.0;2.5;1.0;2.0;0.0;1.0;1.0;3.0;0.25;1.25;0.0;3.0;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;False;0.0;0.0;3.5355339059327378;0.0;0.0;2.0;5.0;0.0;1.0;3.0;2.0;2.5;2.0;5.0;2.0;1.0;0.5;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;2.0;0.0;0.5;5.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.242640687119285;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
